年份,城市,省份,省份代码,城市代码,地区生产总值(万元),"常住人口
(万人)","户籍人口数
(万人)","行政区域土地面积
(平方公里)",进出口总额（百万人民币）,出口总额(百万人民币),进口总额(百万人民币),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),普通高等学校在校学生数(万人),互联网宽带接入用户(万人）),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),"一般公共预算支出_教育
(万元)","一般公共预算
支出_科学技术(万元)","一般公共预算支出
(万元)","一般公共
预算收入
(万元)","移动电话年末用户数
(万户)"
2020,攀枝花市,四川省,510000,510400,10238200.0,121.3,107.98,7414,3035.9993328,1185.9664464,1850.0328864,969100.0,5579300.0,3689800.0,0.0946553105037995,0.544949307495458,0.360395382000742,2.57,7478.096,7055943.0,11130204.0,273756.0,13104.0,1598100.0,682500.0,128.0
2021,攀枝花市,四川省,510000,510400,11507900.0,121.4,107.52,7414,4140.895275,1710.486195,2430.40908,1035700.0,6312200.0,4160000.0,0.0899990441348986,0.548510153894281,0.36149080197082,2.6,8063.0,7641125.0,11736358.0,268966.0,6589.0,1716600.0,898500.0,107.0
2022,攀枝花市,四川省,510000,510400,12205200.0,121.6,106.91,7414,5328.214637,3606.736603,1721.478034,1122700.0,6756900.0,4325600.0,0.091985383279258,0.553608298102448,0.354406318618294,2.71,8773.0,8654688.0,12722573.0,258308.0,5878.0,1471300.0,839700.0,150.0
2023,攀枝花市,四川省,510000,510400,13038000.0,121.8,106.65,7414,5467.53453,4102.58874,1364.94579,1152700.0,7173000.0,4712300.0,0.0884107992023316,0.550161067648412,0.361428133149256,2.8132334404755,9334.0,10128486.0,13818110.0,259902.0,8300.0,1758100.0,1012300.0,154.0
2024,攀枝花市,四川省,510000,510400,13952300.0,122.3,106.26,7414,2985.63,2212.0,773.63,1021400.0,7901400.0,5029500.0,0.0732065680927159,0.566315231180522,0.360478200726762,2.89902569520583,1978.4,10464100.0,15282800.0,262747.0,8551.0,1919200.0,1025800.0,161.0
2000,泸州市,四川省,510000,510500,1585700.0,410.22,463.68,12247,748.056644459001,593.21131654206,154.845327916941,458100.0,572800.0,554800.0,0.288894494544996,0.361228479535852,0.349877025919152,1.78,,1615123.0,1754732.0,32325.1663,773.9478,144754.0,80064.0,18.0
2001,泸州市,四川省,510000,510500,1707900.0,411.36,464.4,12247,767.900735818059,612.365278862991,155.535456955068,483300.0,604700.0,619900.0,0.282979097136835,0.354060542186311,0.362960360676855,1.21,1090.0,1605429.0,1936572.0,35147.284,846.9872,174441.0,82570.0,24.0
2002,泸州市,四川省,510000,510500,1831400.0,415.89,465.9,12247,724.934576062386,568.530666657153,156.403909405233,512300.0,629500.0,689600.0,0.27973135306323,0.343726111171781,0.376542535764989,2.21,3229.327,1595086.0,2144609.0,38593.5116,940.3366,208879.0,81138.0,34.0
2003,泸州市,四川省,510000,510500,2056900.0,416.82,468.1,12247,833.123214071461,675.658800101067,157.464413970394,548200.0,728100.0,780600.0,0.266517574991492,0.353979289221644,0.379503135786864,1.61,3980.0,1584054.0,2383450.0,42846.0,1061.5144,222586.0,87980.0,55.0
2004,泸州市,四川省,510000,510500,2426200.0,420.45,474.0,12247,611.076144,452.32712,158.749024,644900.0,881100.0,900200.0,0.265806611161487,0.363160497897947,0.371032890940566,1.98,3134.3425,1577888.0,2649508.0,46723.0,1221.6803,264957.0,97173.0,69.0
2005,泸州市,四川省,510000,510500,2760000.0,423.29,479.6,12247,515.503681,267.213254,248.290427,693900.0,1068100.0,998000.0,0.251413043478261,0.386992753623188,0.361594202898551,2.45,2288.685,1473734.0,3066199.0,53100.0,1437.8557,356298.0,110844.0,78.0
2006,泸州市,四川省,510000,510500,3262000.0,423.61,484.1,12247,464.835658,392.770586,72.065072,787800.0,1346800.0,1127400.0,0.241508277130595,0.412875536480687,0.345616186388719,2.85,2811.683,1636253.0,3709025.0,69462.0,1736.7969,428746.0,140056.0,94.0
2007,泸州市,四川省,510000,510500,4071500.0,429.07,489.2,12247,698.95968,556.2326,142.72708,919700.0,1786800.0,1365000.0,0.225887265135699,0.438855458676164,0.335257276188137,3.12,3471.529,1896435.0,4287841.0,118469.0,2162.0,586275.0,192803.0,131.0
2008,泸州市,四川省,510000,510500,5224600.0,430.4,493.38,12247,920.989711,814.868583,106.121128,1141100.0,2375900.0,1707600.0,0.218409064808789,0.454752516939096,0.326838418252115,3.5,3826.884,2240025.0,5212464.0,143658.0,3311.0,735014.0,246057.0,158.0
2009,泸州市,四川省,510000,510500,5890600.0,434.32,497.2,12229,927.51318,808.7904,118.72278,1007100.0,3016500.0,1867000.0,0.170967303840016,0.512087053950362,0.316945642209622,3.61,4516.851,3099106.0,6733806.0,190152.0,4854.0,978931.0,321166.0,201.0
2010,泸州市,四川省,510000,510500,7172200.0,422.0,502.3,12228,902.035875,715.94232,186.093555,1078600.0,3940400.0,2153200.0,0.150386213435208,0.549399068626084,0.300214717938708,3.55,5455.639,4067179.0,8272252.0,239586.0,6531.0,1265380.0,475888.0,256.0
2011,泸州市,四川省,510000,510500,8876300.0,420.8,503.0,12228,981.220896,667.51698,313.703916,1222600.0,5071300.0,2582400.0,0.137737570834695,0.57133039667429,0.290932032491015,3.75,5233.645,5078549.0,10004784.0,334610.0,7063.0,1707430.0,654047.0,294.0
2012,泸州市,四川省,510000,510500,10034000.0,419.7,505.2,12236,1173.99875,997.059375,176.939375,1353600.0,5673500.0,3006900.0,0.134901335459438,0.565427546342436,0.299671118198126,4.12,5719.603,6295889.0,12126330.0,480275.0,9361.0,2123111.0,827882.0,317.0
2013,泸州市,四川省,510000,510500,11565900.0,416.7,508.4,12236,1403.007528,1267.066788,135.94074,1507800.0,6578900.0,3479200.0,0.130365989676549,0.568818682506333,0.300815327817118,4.32,5346.979,7666979.0,14094598.0,539685.0,24127.0,2501142.0,1096014.0,325.0
2014,泸州市,四川省,510000,510500,12791200.0,415.5,508.9,12236,1693.26282,1537.54284,155.71998,1671900.0,7251800.0,3867500.0,0.13070704859591,0.566936643942711,0.30235630746138,4.34,5530.0,9207784.0,16129804.0,547076.0,25454.0,2813002.0,1159216.0,346.0
2015,泸州市,四川省,510000,510500,13693200.0,417.7,505.7,12236,1952.167412,1770.235848,181.931564,1737600.0,7284700.0,4670900.0,0.126895101218123,0.531993982414629,0.341110916367248,4.41,4917.0,10929592.0,18347276.0,607605.0,35197.0,3039880.0,1282653.0,343.0
2016,泸州市,四川省,510000,510500,15006400.0,419.9,508.3,12236,2080.966167,1851.474702,229.491465,1817200.0,7798800.0,5390400.0,0.121094999466894,0.519698262074848,0.359206738458258,4.67,4755.0,12816409.0,21792291.0,668091.0,37880.0,3371677.0,1386632.0,382.0
2017,泸州市,四川省,510000,510500,16989100.0,421.4,509.6,12232,13888.992744,13262.493222,626.499522,1920500.0,8564100.0,6504500.0,0.113043068791166,0.50409380131967,0.382863129889164,4.73,5416.0,14513014.0,24591873.0,693513.0,31324.0,3689580.0,1460444.0,449.0
2018,泸州市,四川省,510000,510500,18955600.0,422.6,509.7,12232,18286.059942,16861.995462,1424.06448,1973000.0,9380000.0,7602600.0,0.10408533625947,0.494840574816941,0.40107408892359,4.8,6347.0,17141573.0,26347960.0,723746.0,30344.0,4121544.0,1500905.0,505.0
2019,泸州市,四川省,510000,510500,20710400.0,424.4,508.6,12232,8416.85985,4096.88118,4319.97867,2169900.0,10233800.0,8306700.0,0.104773447156984,0.494138210754017,0.401088342088999,5.49,6885.455,20010868.0,28028202.0,791341.0,51891.0,4430935.0,1596417.0,469.0
2020,泸州市,四川省,510000,510500,21626300.0,425.6,507.95,12232,8974.1155824,4539.0484512,4435.0671312,2564700.0,10424000.0,8637600.0,0.118591714717728,0.482005706015361,0.399402579266911,6.28,7478.096,23671738.0,31075621.0,829933.0,43908.0,4497260.0,1700681.0,474.0
2021,泸州市,四川省,510000,510500,24327000.0,425.9,506.73,12232,12964.353765,7001.490375,5962.86339,2650800.0,12264900.0,9411300.0,0.108965347145147,0.504168208163769,0.386866444691084,7.3,8063.0,26883869.0,34238711.0,829934.0,47668.0,4449876.0,1901545.0,480.0
2022,泸州市,四川省,510000,510500,26015200.0,426.3,503.82,12232,19069.83872,11213.350354,7856.488366,2771700.0,13306700.0,9936800.0,0.106541560318583,0.511497124757834,0.381961314923583,8.52,8773.0,30800259.0,38492658.0,874155.0,29381.0,4587129.0,1926139.0,515.0
2023,泸州市,四川省,510000,510500,27378000.0,426.7,502.21,12232,21993.525837,15020.111517,6973.41432,2539000.0,13076000.0,11763000.0,0.0927386953027979,0.477609759661042,0.42965154503616,9.8,9334.0,36171089.0,43020872.0,901436.0,16051.0,4727489.0,2123768.0,528.0
2024,泸州市,四川省,510000,510500,28365000.0,427.1,500.57,12232,26008.0,18560.0,7448.0,2597000.0,13272500.0,12495500.0,0.0915564956812974,0.467918209060462,0.440525295258241,10.55,1978.4,41739200.0,47796000.0,911200.0,17700.0,5005000.0,2221800.0,541.0
2000,德阳市,四川省,510000,510600,2455421.0,378.8,379.3008,5954,1576.64131944053,891.807033196655,684.83428624388,618784.0,1091698.0,744939.0,0.252007293250322,0.444607258795946,0.303385447953732,1.00467895688589,,2202107.0,2060633.0,26334.0,5977.3097,180669.0,107864.0,22.0
2001,德阳市,四川省,510000,510600,2677851.0,376.4,379.2452,5954,1721.87550925909,928.905896084548,792.969613174541,667748.0,1165086.0,845017.0,0.249359654439325,0.435082459778382,0.315557885782293,1.12352382660331,1090.0,2228960.0,2419036.0,31320.0,5986.3592,205882.0,117977.0,29.0
2002,德阳市,四川省,510000,510600,2933637.0,374.3,380.0665,5954,1950.03240544161,993.05802234111,956.974383100502,712524.0,1275187.0,945926.0,0.242880765411672,0.434677841873415,0.322441392714913,1.25659042422768,3229.327,2259401.0,2847414.0,40017.0,5963.5862,238702.0,111471.0,38.0
2003,德阳市,四川省,510000,510600,3298886.0,372.1,380.5944,5954,2324.99828517959,1107.444674538,1217.55361064159,754775.0,1484255.0,1059856.0,0.228796933267776,0.449926126577275,0.321276940154949,1.4055,3980.0,2293963.0,3360816.0,41466.0,6021.1268,271861.0,137766.0,66.0
2004,德阳市,四川省,510000,510600,3883494.0,370.4,380.9703,5954,2980.47568,1323.04648,1657.4292,859487.0,1804084.0,1219923.0,0.221317967788801,0.464551767042771,0.314130265168428,2.049,3134.3425,2386291.0,4231029.0,45375.0,5877.2103,319030.0,146429.0,83.0
2005,德阳市,四川省,510000,510600,4444964.0,367.0,382.4111,5954,4858.251519,1876.472719,2981.7788,924202.0,2183709.0,1337053.0,0.207921144018264,0.491277094707629,0.300801761274107,3.3493,2288.685,2114814.0,4806866.0,45766.0,6246.5654,367566.0,186907.0,97.0
2006,德阳市,四川省,510000,510600,5235280.0,365.4,383.7894,5954,8944.279882,4402.346832,4541.93305,1045546.0,2711471.0,1478263.0,0.199711572255925,0.517922823612109,0.282365604131966,5.1,2811.683,2454930.0,5214079.0,59489.0,5357.3856,472143.0,217424.0,114.0
2007,德阳市,四川省,510000,510600,6396584.0,363.6,385.3136,5954,10084.19668,4571.44876,5512.74792,1239299.0,3338460.0,1818825.0,0.193743879545708,0.521912946034946,0.284343174419346,3.8943,3471.529,2740396.0,5893593.0,99535.0,7888.0,580563.0,293577.0,138.0
2008,德阳市,四川省,510000,510600,6943414.0,364.8,387.3744,5954,12942.263301,6442.552564,6499.710737,1266098.0,3649358.0,2027958.0,0.182345169105573,0.525585540484839,0.292069290409588,5.3307,3826.884,3274238.0,9609067.0,113891.0,13892.0,2024472.0,253376.0,188.0
2009,德阳市,四川省,510000,510600,7752525.0,365.7,388.4374,5911,11540.22309,4750.89219,6789.3309,1294951.0,4163358.0,2294216.0,0.167036030196613,0.537032515212785,0.295931454590601,5.182,4516.851,4980846.0,12142221.0,147974.0,10848.0,1940542.0,318339.0,232.0
2010,德阳市,四川省,510000,510600,9172586.0,361.7,389.1501,5911,15109.185525,6372.604215,8736.58131,1436461.0,4995469.0,2740656.0,0.156603710229591,0.544608576032975,0.298787713737435,5.8562,5455.639,5923913.0,13880309.0,163683.0,9317.0,2244206.0,457976.0,269.0
2011,德阳市,四川省,510000,510600,11104224.0,357.8,390.5044,5911,18780.5757,9000.208624,9780.367076,1829927.0,5919901.0,3354396.0,0.16479557689038,0.533121540055388,0.302082883054232,4.8105,5233.645,7179776.0,15099306.0,208903.0,15902.0,1532332.0,670907.0,295.0
2012,德阳市,四川省,510000,510600,12345505.0,351.6,391.5328,5910,19463.9625,11514.820625,7949.141875,2004205.0,6462278.0,3879022.0,0.16234289322308,0.523451896054475,0.314205210722445,6.6578,5719.603,8492751.0,16632965.0,281945.0,22789.0,1666553.0,755322.0,331.0
2013,德阳市,四川省,510000,510600,14038373.0,350.4,392.0369,5910,21004.299732,14569.874592,6434.42514,2011389.0,7670893.0,4356091.0,0.143277928289838,0.546423221551386,0.310298850158776,6.2671,5346.979,9564001.0,17933452.0,287553.0,25429.0,1899686.0,804682.0,310.0
2014,德阳市,四川省,510000,510600,14652419.0,348.9,392.5098,5911,23856.79236,19053.12276,4803.6696,2022760.0,7868556.0,4761103.0,0.138049560280797,0.537014127155386,0.324936312563816,6.7148,5530.0,10658069.0,19185417.0,291940.0,36192.0,1970901.0,835153.0,349.0
2015,德阳市,四川省,510000,510600,15257748.0,348.5,389.9866,5911,19360.794548,14849.066156,4511.728392,2043800.0,7898273.0,5315675.0,0.133951615926544,0.517656537517856,0.348391846555599,7.236,4917.0,10759170.0,20662963.0,363798.0,26227.0,2196393.0,886148.0,366.0
2016,德阳市,四川省,510000,510600,16928230.0,348.2,391.7371,5911,11700.278604,8928.181122,2772.097482,2126115.0,8099617.0,6702498.0,0.125595824253333,0.478468038300519,0.395936137446148,8.881,4755.0,11900395.0,23077152.0,344656.0,20925.0,2271346.0,1000653.0,402.0
2017,德阳市,四川省,510000,510600,19074281.0,347.9,387.7274,5911,10369.481958,7055.090856,3314.391102,2198159.0,9639894.0,7236228.0,0.115242037170366,0.505387018257726,0.379370944571908,10.9492,5416.0,12925433.0,24553389.0,362272.0,21105.0,2401735.0,1061672.0,406.0
2018,德阳市,四川省,510000,510600,21483851.0,347.4,387.0493,5911,12673.512132,9260.588082,3412.92405,2234803.0,10832660.0,8416388.0,0.104022458543396,0.504223381552963,0.391754159903641,11.2999,6347.0,14423114.0,26943747.0,378021.0,21934.0,2719508.0,1175813.0,400.0
2019,德阳市,四川省,510000,510600,23257441.0,346.7,384.438,5911,14094.532305,10992.690765,3101.84154,2346149.0,11333101.0,9578191.0,0.10087734931801,0.487289250782148,0.411833399899843,11.9732,6885.455,16500880.0,29117928.0,413964.0,34433.0,2881965.0,1249635.0,439.0
2020,德阳市,四川省,510000,510600,23834701.0,345.7,382.2746,5911,11610.3920976,8229.00924,3381.3828576,2727288.0,11266039.0,9841374.0,0.11442509809542,0.472673812857984,0.412901089046596,13.2409,7478.096,19110068.0,32884823.0,428873.0,42878.0,3095336.0,1320678.0,410.0
2021,德阳市,四川省,510000,510600,26869607.0,345.9,381.4902,5911,14369.232405,11373.284835,2995.94757,2813395.0,12838980.0,11217232.0,0.104705476339866,0.477825373478667,0.417469150181467,13.1535,8063.0,21935364.0,36020917.0,442052.0,40134.0,3264015.0,1486769.0,380.0
2022,德阳市,四川省,510000,510600,28168714.0,346.1,378.4596,5911,18389.224661,12658.049373,5731.175288,2962229.0,13549173.0,11657312.0,0.105160249772141,0.481000765601156,0.413838984626703,16.3605,8773.0,25546108.0,40468178.0,456557.0,37976.0,3502599.0,1565365.0,420.0
2023,德阳市,四川省,510000,510600,30144100.0,345.3,377.5,5911,22697.491167,15939.353532,6758.137635,3037300.0,14216800.0,12890000.0,0.100759352576458,0.471627947094125,0.427612700329418,16.7,9334.0,28850412.0,45141663.0,489282.0,41266.0,3915347.0,1836003.0,434.0
2024,德阳市,四川省,510000,510600,32653988.0,345.4,374.9,5911,24056.0,17485.0,6571.0,2762402.0,16770714.0,13120872.0,0.0845961601994831,0.513588539323283,0.401815300477234,18.7,1978.4,32634668.0,48885003.0,516496.0,89198.0,4271000.0,2005000.0,447.1
2000,绵阳市,四川省,510000,510700,2792600.0,517.01,518.36,20249,8200.34699600557,4917.40606710066,3282.94092890491,711900.0,1097700.0,983000.0,0.254923726992767,0.393074554178901,0.352001718828332,3.2612,,3094695.0,3157783.0,32729.0,17739.0704,256572.0,132789.0,21.0
2001,绵阳市,四川省,510000,510700,2922600.0,506.92,520.2,20249,8167.64821127521,4880.58715154606,3287.06105972915,726200.0,1102800.0,1093600.0,0.248477383151988,0.377335249435434,0.374187367412578,3.3,1090.0,3149578.0,3480028.0,42587.0,17739.0705,277671.0,135820.0,32.0
2002,绵阳市,四川省,510000,510700,3225900.0,504.45,521.8,20249,8100.43507672893,4805.38206664814,3295.05301008079,767000.0,1224100.0,1234800.0,0.237763104869959,0.379459995660126,0.382776899469915,4.5547,3229.327,3213413.0,3866436.0,50848.0,17739.0707,324503.0,138474.0,72.0
2003,绵阳市,四川省,510000,510700,3548700.0,498.17,527.5,20285,7959.40949135828,4650.49980912515,3308.90968223313,811400.0,1349300.0,1388000.0,0.228647110209372,0.380223743906219,0.391129145884408,4.8305,3980.0,3287859.0,4333726.0,52339.0,17739.0745,382415.0,159193.0,90.0
2004,绵阳市,四川省,510000,510700,4102800.0,493.89,529.1,20286,7672.014224,4339.360704,3332.65352,1004100.0,1537400.0,1561300.0,0.244735302720094,0.374719703617042,0.380544993662864,4.0861,3134.3425,3507281.0,4942743.0,56455.0,17739.1405,445457.0,163966.0,120.0
2005,绵阳市,四川省,510000,510700,4722400.0,491.9,530.7,20286,5371.379607,3608.198099,1763.181508,1104400.0,1887900.0,1730100.0,0.233864136879553,0.399775537862104,0.366360325258343,5.6788,2288.685,3054360.0,5446211.0,58432.0,17740.2672,510354.0,188478.0,126.0
2006,绵阳市,四川省,510000,510700,5385200.0,493.01,533.3,20286,5167.400478,2953.073592,2214.326886,1161800.0,2283900.0,1939500.0,0.215739434004308,0.424106811260492,0.3601537547352,7.116,2811.683,3443032.0,6294515.0,76133.0,17759.5325,633560.0,238620.0,160.0
2007,绵阳市,四川省,510000,510700,6607400.0,494.51,537.9,20286,5743.37724,2931.95032,2811.42692,1446300.0,2820900.0,2340200.0,0.218890940460696,0.426930411356963,0.354178648182341,7.4897,3471.529,3766072.0,7109876.0,137767.0,18092.0,811716.0,281173.0,205.0
2008,绵阳市,四川省,510000,510700,7382400.0,495.59,540.71,20249,8115.557703,3923.564794,4191.992909,1580900.0,3003000.0,2798500.0,0.214144451668834,0.406778283485046,0.37907726484612,8.92,3826.884,4560254.0,11548334.0,162280.0,17186.0,3144255.0,253615.0,264.0
2009,绵阳市,四川省,510000,510700,8168000.0,496.3,544.7,20249,7328.91159,3417.75423,3911.15736,1567200.0,3516000.0,3084800.0,0.191870714985309,0.430460333006856,0.377668952007835,10.3301,4516.851,6802503.0,15246570.0,214267.0,13895.0,2666275.0,337148.0,337.0
2010,绵阳市,四川省,510000,510700,9358700.0,461.7,541.9,20249,10814.41164,5596.007175,5218.404465,1480400.0,4185400.0,3692900.0,0.158184363212839,0.44722023357945,0.39459540320771,9.7681,5455.639,8772810.0,17844730.0,235635.0,19084.0,3453220.0,452057.0,384.0
2011,绵阳市,四川省,510000,510700,11338100.0,462.3,543.4,20287,11957.49938,6289.2565,5668.24288,1787900.0,5099000.0,4451200.0,0.157689559979185,0.449722616664168,0.392587823356647,12.2148,5233.645,9689798.0,19326561.0,312015.0,26922.0,2135756.0,656462.0,383.0
2012,绵阳市,四川省,510000,510700,12647600.0,462.7,545.4,20248,13970.5725,8669.0825,5301.49,1943300.0,5708500.0,4995800.0,0.153649704291723,0.451350453841045,0.394999841867232,12.6617,5719.603,10867834.0,21263368.0,440934.0,41211.0,2505571.0,804009.0,440.0
2013,绵阳市,四川省,510000,510700,14704100.0,464.3,547.4,20248,17401.901088,11168.011764,6233.889324,1990100.0,7425900.0,5288100.0,0.135343203596276,0.505022408715936,0.359634387687788,13.6722,5346.979,12527844.0,24102750.0,437086.0,55665.0,2906401.0,904782.0,470.0
2014,绵阳市,四川省,510000,510700,16120800.0,468.2,548.8,20248,17923.400412,12729.970152,5193.43026,2009200.0,8362900.0,5748700.0,0.124634013200337,0.518764577440326,0.356601409359337,14.724,5530.0,13985038.0,26217206.0,453033.0,76637.0,2946402.0,1017482.0,407.0
2015,绵阳市,四川省,510000,510700,17430000.0,471.6,545.5,20248,16362.62964,11963.635288,4398.994352,2020000.0,8441800.0,6968200.0,0.115892139988526,0.484325874928285,0.39978198508319,14.9421,4917.0,15328512.0,28829061.0,535846.0,46651.0,3042238.0,1041308.0,424.0
2016,绵阳市,四川省,510000,510700,19579100.0,475.9,545.2,20248,11750.693661,6875.909691,4874.78397,2031600.0,8780500.0,8767000.0,0.103763707218411,0.448462901767701,0.447773391013887,15.0122,4755.0,16674319.0,31816934.0,556365.0,50353.0,3350412.0,1076241.0,521.0
2017,绵阳市,四川省,510000,510700,23135700.0,479.2,536.8,20248,11466.716976,6127.93368,5338.783296,2607500.0,9936600.0,10591600.0,0.112704608030014,0.429492083662911,0.457803308307075,13.7947,5416.0,18647136.0,35885164.0,610450.0,61324.0,3650634.0,1105883.0,570.0
2018,绵阳市,四川省,510000,510700,26133000.0,481.9,536.0,20248,25891.636284,6552.284784,19339.3515,2669600.0,10906300.0,12557100.0,0.102154364213829,0.417338231354992,0.480507404431179,14.9404,6347.0,21672468.0,38487844.0,618810.0,255424.0,4081461.0,1245419.0,596.0
2019,绵阳市,四川省,510000,510700,28704900.0,484.9,531.4,20248,20895.211575,7042.885605,13852.32597,3024600.0,11617500.0,14062800.0,0.105368769791917,0.404721841915492,0.489909388292591,14.9767,6885.455,24761790.0,44577971.0,660366.0,143576.0,4534296.0,1311475.0,577.0
2020,绵阳市,四川省,510000,510700,30201200.0,487.1,528.5,20248,21521.270736,7780.3272576,13740.9434784,3709500.0,11868900.0,14622800.0,0.122826245314756,0.392994318106565,0.484179436578679,15.1794,7478.096,28126643.0,50823030.0,741955.0,80652.0,4446984.0,1409644.0,630.0
2021,绵阳市,四川省,510000,510700,34040500.0,488.3,526.97,20248,25001.75601,11079.67707,13922.07894,3773400.0,14040400.0,16226700.0,0.110850310659362,0.412461626591854,0.476688062748785,14.3551,8063.0,32750869.0,56189198.0,733224.0,212259.0,4665237.0,1591990.0,684.0
2022,绵阳市,四川省,510000,510700,36795100.0,489.8,525.67,20248,27241.243088,17418.715692,9822.527396,3814600.0,14910000.0,18070500.0,0.103671412769635,0.405216999002585,0.49111158822778,16.3475,8773.0,37517451.0,62467406.0,836674.0,120632.0,5010834.0,1596693.0,701.0
2023,绵阳市,四川省,510000,510700,40968000.0,491.1,525.59,20248,28560.909303,20282.234742,8278.674561,3390000.0,17307000.0,20271000.0,0.0827475102519039,0.422451669595782,0.494800820152314,19.4324,9334.0,44120828.0,70269779.0,883865.0,174521.0,5775968.0,2014694.0,572.0
2024,绵阳市,四川省,510000,510700,43440300.0,492.2,522.94,20248,31020.0,21130.0,9890.0,3456500.0,18096500.0,21887300.0,0.0795689716691644,0.416583218808342,0.503847809522494,18.02,1978.4,50344500.0,77811200.0,913011.0,160312.0,5930000.0,2167000.0,590.0
2000,广元市,四川省,510000,510800,887600.0,306.3,302.58,16314,999.650532745462,835.342526086723,164.308006658739,331500.0,223000.0,333100.0,0.373479044614691,0.251239296980622,0.375281658404687,5.1884316839567e-06,,1054558.0,856199.0,21593.867,2938.0893,100883.0,27800.0,15.0
2001,广元市,四川省,510000,510800,893100.0,282.3,303.2,16314,1025.80602030433,863.765600925444,162.040419378884,290200.0,226300.0,376600.0,0.324935617512037,0.25338707871459,0.421677303773374,2.64947106846372e-05,1090.0,1110458.0,947725.0,25229.6253,2912.3447,160972.0,29400.0,18.0
2002,广元市,四川省,510000,510800,943000.0,279.2,303.76,16314,970.929868518765,813.087436244527,157.842432274238,328500.0,228200.0,386300.0,0.348356309650053,0.241993637327678,0.409650053022269,0.000175648359219407,3229.327,1171543.0,1063673.0,29775.8383,2956.3245,153809.0,34600.0,29.0
2003,广元市,四川省,510000,510800,1044700.0,277.8,304.08,16314,1056.55711384766,906.432374693211,150.124739154451,352300.0,272800.0,419600.0,0.337225997894132,0.261127596439169,0.401646405666699,0.00157629933598977,3980.0,1238423.0,1212757.0,35520.0,2881.8181,174134.0,50100.0,71.0
2004,广元市,四川省,510000,510800,1243900.0,274.7,303.91,16314,881.975808,745.574144,136.401664,413200.0,347100.0,483600.0,0.332181043492242,0.279041723611223,0.388777232896535,0.02,3134.3425,1235000.0,1410000.0,41683.0,3009.8546,234708.0,36700.0,44.0
2005,广元市,四川省,510000,510800,1407200.0,272.6,304.2,16314,929.512199,698.424342,231.087857,436500.0,403900.0,566800.0,0.310190449118817,0.287023877202956,0.402785673678226,0.12,2288.685,1455296.0,1648124.0,47467.0,2795.0798,279116.0,39200.0,59.0
2006,广元市,四川省,510000,510800,1627400.0,273.2,306.2,16314,984.597018,799.332386,185.264632,487300.0,504500.0,635600.0,0.299434681086395,0.31000368686248,0.390561632051124,0.21,2811.683,1299476.0,1967357.0,65709.0,3170.6524,361408.0,51100.0,69.0
2007,广元市,四川省,510000,510800,2064900.0,272.4,307.41,16314,835.2994,691.65984,143.63956,586100.0,688800.0,790000.0,0.283839411109497,0.333575475809967,0.382585113080537,0.3,3471.529,1377986.0,2325042.0,101746.0,2558.0,479489.0,67700.0,94.0
2008,广元市,四川省,510000,510800,2356800.0,273.5,310.37,16314,915.294729,608.321309,306.97342,643300.0,764200.0,949300.0,0.272954854039375,0.324253224711473,0.402791921249151,0.35,3826.884,1327236.0,4527651.0,146433.0,3654.0,1672267.0,61700.0,112.0
2009,广元市,四川省,510000,510800,2648700.0,274.4,312.73,16314,1270.63431,793.28403,477.35028,664400.0,940000.0,1044300.0,0.25084003473402,0.354891078642353,0.394268886623627,0.37,4516.851,1963503.0,6101150.0,152920.0,6467.0,1847505.0,102500.0,162.0
2010,广元市,四川省,510000,510800,3168500.0,248.5,310.9,16319,1403.249655,1176.5391,226.710555,703600.0,1225100.0,1239800.0,0.222060912103519,0.386649834306454,0.391289253590027,0.37,5455.639,2389277.0,7171500.0,179509.0,5109.0,2213188.0,167300.0,183.0
2011,广元市,四川省,510000,510800,3923400.0,247.2,311.2,16319,1918.780304,1696.210056,222.570248,778900.0,1643500.0,1501000.0,0.198526787990009,0.418896875159301,0.382576336850691,0.4,5233.645,2806451.0,7500346.0,216642.0,7245.0,1374163.0,227700.0,207.0
2012,广元市,四川省,510000,510800,4506000.0,248.5,311.7,16311,2136.4025,1721.16625,415.23625,797700.0,2037600.0,1670700.0,0.177030625832224,0.45219707057257,0.370772303595206,0.59,5719.603,3318107.0,8333169.0,332675.0,8369.0,1576394.0,268400.0,214.0
2013,广元市,四川省,510000,510800,5202600.0,247.3,310.2,16311,2168.796708,1909.859016,258.937692,852200.0,2562900.0,1787500.0,0.163802714027602,0.492619075077846,0.343578210894553,0.85,5346.979,4157366.0,9339610.0,340733.0,11587.0,1772708.0,304600.0,222.0
2014,广元市,四川省,510000,510800,5630800.0,246.7,310.1,16311,2586.1188,2557.55478,28.56402,957900.0,2740900.0,1932000.0,0.170117922852881,0.486769197982525,0.343112879164595,1.14,5530.0,4863270.0,10066438.0,337513.0,12437.0,1923836.0,347800.0,219.0
2015,广元市,四川省,510000,510800,6141300.0,246.8,305.3,16311,433.060652,406.216248,26.844404,1068200.0,2823000.0,2250100.0,0.173937114291762,0.459674661716575,0.366388223991663,1.25,4917.0,5507885.0,11353714.0,350965.0,10435.0,2096211.0,407900.0,219.0
