年份,城市,省份,省份代码,城市代码,地区生产总值(万元),"常住人口
(万人)","户籍人口数
(万人)","行政区域土地面积
(平方公里)",进出口总额（百万人民币）,出口总额(百万人民币),进口总额(百万人民币),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),普通高等学校在校学生数(万人),互联网宽带接入用户(万人）),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),"一般公共预算支出_教育
(万元)","一般公共预算
支出_科学技术(万元)","一般公共预算支出
(万元)","一般公共
预算收入
(万元)","移动电话年末用户数
(万户)"
2014,株洲市,湖南省,430000,430200,21610200.0,387.02,396.1,11272,17194.7327347956,11231.2410667956,5963.491668,1668700.0,12801900.0,7139600.0,0.0772181654959232,0.592400810728267,0.33038102377581,7.9042,5530.0,11092680.0,20575657.0,413741.0,43909.0,2920256.0,1673823.0,306.0
2015,株洲市,湖南省,430000,430200,23351000.0,388.32,402.9176,11272,15486.231476,10575.449496,4910.78198,1795400.0,13371000.0,8184600.0,0.076887499464691,0.572609310093786,0.350503190441523,8.2761,4917.0,11625831.0,21565892.0,442167.0,76422.0,3501060.0,1913647.0,337.0
2016,株洲市,湖南省,430000,430200,24884600.0,388.51,404.2306,11307,11682.8679998667,8200.5759878511,3482.2920120156,1971700.0,13182700.0,9730200.0,0.0792337429574918,0.529753341424013,0.391012915618495,8.615,4755.0,13354404.0,25509965.0,533096.0,66079.0,4052291.0,2181616.0,331.0
2017,株洲市,湖南省,430000,430200,25300100.0,388.76,402.6044,11248,14779.0820856294,11197.445266854,3581.6368187754,1811800.0,12124600.0,11363700.0,0.0716123651685171,0.479231307386137,0.449156327445346,8.8916,5416.0,15746959.0,30391762.0,544617.0,120030.0,4470811.0,2240927.0,372.0
2018,株洲市,湖南省,430000,430200,26315400.0,388.95,402.6755,11248,18170.2810248684,13416.4139341992,4753.8670906692,1855400.0,11491900.0,12968100.0,0.0705062434924037,0.436698663140214,0.492795093367382,9.3298,6347.0,18346668.0,31565605.0,601984.0,176280.0,4562770.0,1893222.0,404.0
2019,株洲市,湖南省,430000,430200,30031300.0,390.05,402.1545,11248,20238.930834948,15785.31671325,4453.614121698,2207000.0,13587500.0,14236800.0,0.0734899921082337,0.452444616117184,0.474065391774582,10.1896,6885.455,21645952.0,32561570.0,625141.0,258653.0,5233776.0,2009647.0,422.0
2020,株洲市,湖南省,430000,430200,31057900.0,390.31,399.1712,11248,19883.019897648,14047.79218128,5835.227716368,2556800.0,14374800.0,14126300.0,0.082323660002769,0.462838762440474,0.454837577556757,11.0707,7478.096,25277000.0,35528000.0,647965.0,363967.0,4698064.0,2045986.0,436.0
2021,株洲市,湖南省,430000,430200,33918800.0,388.33,397.2176,11248,22971.628763655,17139.7822098525,5831.8465538025,2593800.0,16009600.0,15315400.0,0.076470865714589,0.471997830111914,0.451531304173497,11.6903,8063.0,28792460.0,37980979.0,712969.0,315384.0,4870687.0,1798154.0,450.0
2022,株洲市,湖南省,430000,430200,36168100.0,387.11,394.3706,11248,21246.6528192812,15863.2267617438,5383.4260575374,2744600.0,17132200.0,16291300.0,0.0758845501975498,0.47368260981362,0.45043283998883,12.1147,8773.0,32317712.0,42223698.0,752317.0,405891.0,5406829.0,1908795.0,449.0
2023,株洲市,湖南省,430000,430200,36884200.0,385.2,393.3496,11248,19574.957463,14010.601275,5564.356188,2761100.0,16916800.0,17206300.0,0.0748586115464074,0.458646249613656,0.466495138839937,12.7518,9334.0,36938268.0,46937535.0,776254.0,427348.0,5924300.0,1923224.0,526.0
2024,株洲市,湖南省,430000,430200,39024500.0,383.78,393.202515798598,11248,24659.0,18840.0,5819.0,2923100.0,18092800.0,18008600.0,0.074904226831862,0.463626696049917,0.461469077118221,13.3713829964658,1978.4,40272000.0,50883000.0,711800.0,354600.0,4730200.0,1952000.0,527.0
2000,湘潭市,湖南省,430000,430300,1794600.0,275.099420969367,279.61,5007,4627.707369231,2566.25802526307,2061.44934396793,324500.0,642600.0,827500.0,0.180820238493258,0.358074222668004,0.461105538838738,3.2643,,1650309.0,2045567.0,19544.3246,9089.8157,99163.0,64061.0,18.0
2001,湘潭市,湖南省,430000,430300,2020500.0,275.099382136939,280.47,5015,4835.36573519881,2775.35839390739,2060.00734129142,341200.0,729700.0,949600.0,0.168869091808958,0.361148230635981,0.469982677555061,4.1072,1090.0,1686588.0,2246958.0,21395.0397,9198.517,142801.0,79698.0,22.0
2002,湘潭市,湖南省,430000,430300,2259800.0,275.099480601363,281.17,5015,5064.61971125747,3001.98141642178,2062.63829483569,351700.0,834500.0,1073600.0,0.155633241879812,0.369280467297991,0.475086290822197,5.2134,3229.327,1726853.0,2476256.0,23742.1997,9353.8077,176593.0,85941.0,34.0
2003,湘潭市,湖南省,430000,430300,2548100.0,275.099230932733,282.03,5015,5303.4229602186,3247.20261515436,2056.22034506424,369800.0,991300.0,1187000.0,0.145127742239316,0.389034967230485,0.465837290530199,6.3175,3980.0,1771626.0,2738198.0,26763.0,9576.9574,194085.0,100735.0,43.0
2004,湘潭市,湖南省,430000,430300,3126400.0,275.099863998797,282.82,5015,5584.191424,3512.342848,2071.848576,507200.0,1303800.0,1315400.0,0.162231320368475,0.417029170931423,0.420739508700102,7.0984,3134.3425,1807498.0,2760256.0,30427.0,9900.2731,242776.0,120226.0,58.0
2005,湘潭市,湖南省,430000,430300,3487100.0,275.098258784499,284.1,5015,5469.761924,3455.504811,2014.257113,566100.0,1447900.0,1473100.0,0.162341200424421,0.415216082131284,0.422442717444295,8.036,2288.685,1848500.0,3252400.0,33789.0,10374.1886,313876.0,149939.0,79.0
2006,湘潭市,湖南省,430000,430300,4005600.0,275.102329021693,291.64,5015,7951.631346,5826.110312,2125.521034,606600.0,1749600.0,1649400.0,0.151437986818454,0.436788496105452,0.411773517076093,10.3065,2811.683,2217720.0,3862800.0,45200.0,11080.3168,395815.0,190901.0,66.0
2007,湘潭市,湖南省,430000,430300,5020200.0,275.092008550205,292.7,5015,9692.4386,6650.76256,3041.67604,832700.0,2273700.0,1913800.0,0.165869885661926,0.452910242619816,0.381219871718258,9.0417,3471.529,2458761.0,3978564.0,79569.0,12157.0,518250.0,241961.0,81.0
2008,湘潭市,湖南省,430000,430300,6277500.0,275.118178133165,293.99,5015,12929.623219,5121.177838,7808.445381,889100.0,3137200.0,2251200.0,0.14163281561131,0.499753086419753,0.358614097968937,10.3969,3826.884,3196222.0,5678993.0,102178.0,14445.0,680889.0,308781.0,143.0
2009,湘潭市,湖南省,430000,430300,7071700.0,275.051826772136,295.26,5015,9727.95879,6133.28166,3594.67713,841700.0,3676700.0,2553300.0,0.119023714241272,0.519917417311255,0.361058868447474,10.8305,4516.851,4381799.0,6908845.0,132217.0,18607.0,874886.0,387074.0,138.0
2010,湘潭市,湖南省,430000,430300,8708500.0,275.22,288.98,5015,14612.033445,5259.156855,9352.87659,912400.0,4894600.0,2901500.0,0.104771200551186,0.562048573233048,0.333180226215766,11.1124,5455.639,5459141.0,7809773.0,148597.0,22010.0,1068079.0,473796.0,164.0
2011,湘潭市,湖南省,430000,430300,10941200.0,275.19,290.3,5006,16000.38524,5461.690456,10538.694784,970100.0,6541600.0,3429500.0,0.0886648630863159,0.597886886264761,0.313448250648923,11.4428,5233.645,6576546.0,9282221.0,193904.0,22262.0,1336903.0,646882.0,170.0
2012,湘潭市,湖南省,430000,430300,12389900.0,274.77,291.84,5006,13008.847356375,5355.459249,7653.388107375,1023900.0,7430400.0,3935600.0,0.0826398921702354,0.59971428340826,0.317645824421505,11.8641,5719.603,8139982.0,11235986.0,257726.0,21748.0,1586031.0,847788.0,234.0
2013,湘潭市,湖南省,430000,430300,13897400.0,274.31,289.86,5008,16318.9022052108,6051.365005764,10267.5371994468,1047500.0,8233700.0,4616200.0,0.0753738109286629,0.592463338466188,0.332162850605149,12.2216,5346.979,9746981.0,13910768.0,271080.0,31302.0,1834191.0,978901.0,277.0
2014,湘潭市,湖南省,430000,430300,15034900.0,273.65,291.5,5008,14008.6986637404,7737.0227197404,6271.675944,1083300.0,8658700.0,5292900.0,0.0720523581799679,0.575906723689549,0.352040918130483,12.4951,5530.0,11128052.0,15393495.0,273378.0,25778.0,2040644.0,1072040.0,256.0
2015,湘潭市,湖南省,430000,430300,16330700.0,273.81,289.2965,5008,13701.047468,6988.57622,6712.471248,1168400.0,9207700.0,5954600.0,0.0715462288817993,0.563827637517069,0.364626133601132,12.7807,4917.0,12560666.0,17711256.0,290861.0,26433.0,2311446.0,1173859.0,265.0
2016,湘潭市,湖南省,430000,430300,17620200.0,274.1,290.4106,5008,14280.0027432489,8987.2282264611,5292.7745167878,1215300.0,9625600.0,6779300.0,0.0689719753464773,0.546282108035096,0.384745916618427,12.978,4755.0,13861500.0,20274760.0,325149.0,33279.0,2582628.0,1253538.0,260.0
2017,湘潭市,湖南省,430000,430300,19304300.0,273.41,288.4432,5006,18484.655005971,10606.4956800594,7878.1593259116,1229500.0,9868300.0,8206500.0,0.063690473107028,0.511196987199743,0.425112539693229,13.3231,5416.0,16054442.0,22376663.0,365851.0,70020.0,2811352.0,1266019.0,262.0
2018,湘潭市,湖南省,430000,430300,20825200.0,272.7,288.8042,5006,22599.649421049,16162.2490471356,6437.4003739134,1250700.0,10367500.0,9207000.0,0.0600570462708641,0.497834354532009,0.442108599197127,13.6049,6347.0,17922163.0,21323919.0,388390.0,116084.0,3074651.0,1262598.0,294.0
2019,湘潭市,湖南省,430000,430300,22558500.0,272.93,288.84,5006,23941.64491488,16368.914815911,7572.730098969,1449400.0,11344100.0,9765000.0,0.0642507258904626,0.50287474787774,0.432874526231797,14.0579,6885.455,20259038.0,21961262.0,406236.0,129926.0,3165869.0,1155151.0,296.0
2020,湘潭市,湖南省,430000,430300,23116400.0,272.55,287.3636,5006,26530.22301552,17336.07813168,9194.14488384,1680900.0,11577100.0,9858400.0,0.072714609541278,0.500817601356613,0.426467789102109,15.357,7478.096,24077946.0,23547357.0,386302.0,173299.0,2933994.0,1161745.0,304.0
2021,湘潭市,湖南省,430000,430300,25299400.0,270.85,282.4533,5006,35417.385010722,21617.094261972,13800.29074875,1720800.0,12986900.0,10591700.0,0.0680174233381029,0.513328379329154,0.418654197332743,16.0053,8063.0,26848066.0,25177477.0,380102.0,132506.0,2736570.0,1267747.0,312.0
2022,湘潭市,湖南省,430000,430300,26975400.0,270.27,279.9931,5006,37502.2641392894,27004.1390836565,10498.1250556329,1819500.0,13854300.0,11301600.0,0.0674503436464334,0.513590159923486,0.418959496430081,17.2049,8773.0,30574582.0,28280930.0,391121.0,161418.0,2698523.0,1274298.0,305.0
2023,湘潭市,湖南省,430000,430300,26403000.0,270.12,278.6323,5006,36918.154569,24261.647166,12656.507403,1824600.0,12800800.0,11777600.0,0.0691057834337007,0.484823694277165,0.446070522289134,18.2047,9334.0,31654978.0,32870234.0,456344.0,170598.0,2857527.0,1240440.0,339.0
2024,湘潭市,湖南省,430000,430300,29570600.0,269.18,277.980479218179,5006,38911.5944,21769.3559,17142.2385,1925700.0,13609600.0,14035300.0,0.0651221145326777,0.460240914962835,0.474636970504488,19.1894260551584,1978.4,32995900.0,35401300.0,431900.0,171100.0,2926900.0,1024200.0,350.77
2000,衡阳市,湖南省,430000,430400,3376900.0,716.525294923273,707.01,15310,1863.5754596865,981.373184138849,882.202275547656,1042800.0,1157500.0,1176600.0,0.308803932600906,0.342769996150315,0.348426071248778,2.2975,,2150342.0,2141133.0,37543.4155,1297.3517,184848.0,126047.0,20.0
2001,衡阳市,湖南省,430000,430400,3753400.0,716.525294636325,708.93,15310,1826.54414181997,943.954762140728,882.589379679239,1089700.0,1305900.0,1357800.0,0.290323440080993,0.347924548409442,0.361752011509565,2.7592,1090.0,2283582.0,2610558.0,44455.6822,1586.9841,236880.0,140208.0,35.0
2002,衡阳市,湖南省,430000,430400,3991100.0,716.525293050247,709.66,15310,1895.44956008094,1013.84420676853,881.605353312408,1058800.0,1438700.0,1493600.0,0.265290270852647,0.360477061461752,0.3742326676856,3.461,3229.327,2428640.0,3233433.0,52968.755,1941.3125,289124.0,136087.0,64.0
2003,衡阳市,湖南省,430000,430400,4213500.0,716.525284283368,713.9,15310,1771.99817804578,888.614273914046,883.383904131737,1051400.0,1492800.0,1669300.0,0.249531268541592,0.354289782840869,0.396178948617539,4.3435,3980.0,2586800.0,4073600.0,63520.0,2374.7961,335968.0,149375.0,80.0
2004,衡阳市,湖南省,430000,430400,5084400.0,716.525235825352,718.95,15310,2013.579904,1133.424992,880.154912,1360200.0,1819100.0,1905100.0,0.267524191645032,0.357780662418378,0.37469514593659,4.7784,3134.3425,2787625.0,4869054.0,73978.0,2905.1277,390671.0,172943.0,81.0
2005,衡阳市,湖南省,430000,430400,6232800.0,716.524967978756,722.61,15310,2814.094701,1987.961756,826.132945,1504900.0,2334300.0,2393600.0,0.241448466178924,0.374518675394686,0.384032858426389,5.8976,2288.685,2839232.0,5672165.0,85963.0,3553.9567,512302.0,200825.0,85.0
2006,衡阳市,湖南省,430000,430400,7052500.0,716.52348748627,726.5,15310,4651.226428,3518.114776,1133.111652,1581000.0,2877500.0,2594000.0,0.224175824175824,0.408011343495214,0.367812832328961,9.7785,2811.683,2987300.0,6787354.0,104016.0,4347.775,662023.0,250271.0,109.0
2007,衡阳市,湖南省,430000,430400,8616900.0,716.515304272727,728.88,15303,6491.30668,4543.84624,1947.46044,1924400.0,3476900.0,3215600.0,0.223328575241676,0.403497777623043,0.373173647135281,8.6639,3471.529,3371055.0,7857860.0,170024.0,5319.0,891057.0,310730.0,160.0
2008,衡阳市,湖南省,430000,430400,10526600.0,716.470074094184,731.14,15303,7458.134537,1283.940637,6174.1939,2357500.0,4384300.0,3784800.0,0.223956453175764,0.416497254574127,0.359546292250109,8.3434,3826.884,3628044.0,9288137.0,240746.0,6749.0,1192463.0,379388.0,200.0
2009,衡阳市,湖南省,430000,430400,11680200.0,716.220120473037,739.8,15299,5361.37866,1336.62177,4024.75689,2404700.0,5003600.0,4271900.0,0.205878324001301,0.428383075632267,0.365738600366432,8.9488,4516.851,4580499.0,11086429.0,268824.0,8000.0,1506442.0,466127.0,235.0
2010,衡阳市,湖南省,430000,430400,14203400.0,714.84,791.62,15299,5331.590505,4775.814555,555.77595,2644200.0,6457300.0,5101900.0,0.186166692482082,0.454630581410085,0.359202726107833,9.4489,5455.639,5307076.0,12998971.0,296625.0,12429.0,2093341.0,758927.0,279.0
2011,衡阳市,湖南省,430000,430400,17343000.0,710.58,796.56,15299,8120.843004,6596.243264,1524.59974,2907400.0,8429300.0,6006300.0,0.167641123219743,0.486034711410944,0.346324165369313,9.8076,5233.645,6115656.0,15264404.0,366424.0,12445.0,2599294.0,1040553.0,346.0
2012,衡阳市,湖南省,430000,430400,19577000.0,707.11,800.2,15303,12728.8489006875,8258.9636233125,4469.885277375,3228900.0,9495100.0,6853000.0,0.164933340144047,0.485013025489094,0.350053634366859,9.9911,5719.603,6957300.0,17866400.0,560212.0,14997.0,3042955.0,1355071.0,372.0
2013,衡阳市,湖南省,430000,430400,21694400.0,705.52,785.91,15303,11232.2417322804,7809.5063648784,3422.735367402,3384100.0,10394200.0,7916100.0,0.155989564127148,0.479119035327089,0.364891400545763,10.1423,5346.979,8549456.0,20960603.0,582568.0,19213.0,3642848.0,1571996.0,405.0
2014,衡阳市,湖南省,430000,430400,23965500.0,703.85,791.5,15303,18080.7750903216,12013.3472463216,6067.427844,3592400.0,11198800.0,9174300.0,0.149898812876844,0.467288393732657,0.382812793390499,10.526,5530.0,9555451.0,23907842.0,631807.0,19703.0,4129846.0,1734785.0,419.0
2015,衡阳市,湖南省,430000,430400,26143900.0,701.12,799.2674,15303,19514.82288,12536.897224,6977.925656,3958400.0,11300900.0,10884600.0,0.151408167870899,0.432257620324435,0.416334211804666,10.9023,4917.0,11008484.0,27599952.0,757336.0,21044.0,4918783.0,1946416.0,417.0
2016,衡阳市,湖南省,430000,430400,28685700.0,687.2,799.0,15303,17752.9154822649,10730.6887286193,7022.2267536456,4306100.0,11521500.0,12858100.0,0.150113122566296,0.401646116357628,0.448240761076076,11.3255,4755.0,13051799.0,32460452.0,876772.0,21438.0,5394202.0,2046698.0,477.0
2017,衡阳市,湖南省,430000,430400,29215200.0,669.29,800.2173,15299,30293.014344813,16806.6873464688,13486.3269983442,3304200.0,11111300.0,14799700.0,0.113098660971001,0.380325994687697,0.506575344341302,11.7418,5416.0,16254990.0,35547846.0,910032.0,32402.0,5304298.0,1624102.0,501.0
2018,衡阳市,湖南省,430000,430400,30929400.0,668.82,800.5298,15299,27847.326632805,14966.1877723452,12881.1388604598,3370100.0,10150800.0,17408500.0,0.108961053237373,0.328192593454771,0.562846353307856,12.0176,6347.0,18400771.0,36683466.0,888499.0,44286.0,5314820.0,1613489.0,587.0
2019,衡阳市,湖南省,430000,430400,33726800.0,671.08,796.8698,15299,36840.9771953685,20572.645096395,16268.3320989735,3800800.0,10916100.0,19009900.0,0.11269376282363,0.323662487991745,0.563643749184625,12.877,6885.455,21837769.0,38921189.0,969117.0,52103.0,6000208.0,1702028.0,592.0
2020,衡阳市,湖南省,430000,430400,35084900.0,664.22,793.2451,15299,30584.30465952,17889.09321168,12695.21144784,4416700.0,11593200.0,19075000.0,0.125886064945318,0.330432750271484,0.543681184783197,13.8823,7478.096,25641590.0,42514309.0,985405.0,115545.0,5775145.0,1734698.0,600.0
2021,衡阳市,湖南省,430000,430400,38403100.0,662.1,785.1371,15299,37283.7478907355,19306.2242448405,17977.523645895,4459800.0,13012100.0,20931200.0,0.116131249820978,0.338829417416823,0.545039332762199,14.7612,8063.0,28559043.0,46628473.0,959970.0,117049.0,5646252.0,1839311.0,609.0
2022,衡阳市,湖南省,430000,430400,40896900.0,657.74,777.9679,15299,48476.4405518492,30815.864783113,17660.5757687362,4711000.0,13893500.0,22292400.0,0.115192105025075,0.339720125486284,0.545087769488641,15.5052,8773.0,32008797.0,52354421.0,1096272.0,158531.0,6182929.0,1911059.0,624.0
2023,衡阳市,湖南省,430000,430400,41447700.0,649.7,774.2922,15299,44935.607961,28539.910137,16395.697824,4607300.0,13404700.0,23435700.0,0.111159364693336,0.323412396827809,0.565428238478854,16.1864,9334.0,35107806.0,57635528.0,1163689.0,212172.0,6630047.0,1956069.0,662.0
2024,衡阳市,湖南省,430000,430400,44916900.0,643.43,773.224378137978,15299,32973.947,16128.1305,16845.8165,4875600.0,14233600.0,25807700.0,0.108547117009411,0.316887407634988,0.574565475355601,16.8413891362211,1978.4,39161000.0,62548500.0,1187900.0,202440.0,6940456.0,1959763.0,721.57
2000,邵阳市,湖南省,430000,430500,2253500.0,721.920267189466,726.0,20830,318.562016364648,250.040660405068,68.5213559595802,899800.0,577100.0,776600.0,0.399289993343688,0.25609052584868,0.344619480807633,0.7498,,1017258.0,1857701.0,42082.5851,984.8988,183449.0,103700.0,12.0
2001,邵阳市,湖南省,430000,430500,2432100.0,721.371274209945,726.85,20830,303.418045754882,233.542676913155,69.8753688417274,931500.0,633900.0,866700.0,0.383002343653633,0.260638953990379,0.356358702355989,0.7788,1090.0,1124016.0,2166409.0,49437.0866,1187.6971,233049.0,106774.0,17.0
2002,邵阳市,湖南省,430000,430500,2600800.0,720.708114018166,728.55,20830,335.824402660376,270.30289091893,65.5215117414457,949700.0,701500.0,949600.0,0.365156874807751,0.269724700092279,0.365118425099969,0.8711,3229.327,1243442.0,2529591.0,58306.8573,1432.2626,277974.0,105972.0,44.0
2003,邵阳市,湖南省,430000,430500,2850900.0,719.907185326241,732.35,20830,278.29178609496,197.488434898449,80.8033511965108,852900.0,824400.0,1173600.0,0.299168683573608,0.28917184047143,0.411659475954962,1.0626,3980.0,1377198.0,2957399.0,69047.0,1727.1992,314078.0,119559.0,53.0
2004,邵阳市,湖南省,430000,430500,3366200.0,718.940072671143,739.7,20830,428.241632,387.437008,40.804624,1033000.0,986800.0,1346400.0,0.306874220188937,0.293149545481552,0.399976234329511,1.3159,3134.3425,1489458.0,3399522.0,80900.0,2082.8836,383746.0,128622.0,91.0
2005,邵阳市,湖南省,430000,430500,3600900.0,717.772594342616,744.0,20830,808.930375,783.454188,25.476187,1110700.0,1012100.0,1478100.0,0.3084506651115,0.281068621733456,0.410480713155045,1.6912,2288.685,1504115.0,4099833.0,96002.0,2511.831,470243.0,142574.0,92.0
2006,邵阳市,湖南省,430000,430500,4095100.0,716.363675924294,746.39,20830,967.696802,927.359494,40.337308,1183400.0,1224400.0,1687300.0,0.288979512099827,0.298991477619594,0.412029010280579,2.2956,2811.683,1728014.0,4821409.0,105400.0,3029.1351,600525.0,162838.0,116.0
2007,邵阳市,湖南省,430000,430500,4759100.0,714.664024090558,749.6,20830,1306.59532,1202.72468,103.87064,1338500.0,1454100.0,1966500.0,0.281250656636759,0.305540963627577,0.413208379735664,2.0835,3471.529,2072840.0,5588958.0,162200.0,3653.0,817668.0,190959.0,128.0
2008,邵阳市,湖南省,430000,430500,5615700.0,712.614574924235,754.09,20830,1525.699568,134.665489,1391.034079,1506100.0,1822200.0,2287400.0,0.268194526060865,0.324483145467172,0.407322328471963,2.1931,3826.884,2312003.0,6676399.0,213044.0,4417.0,1059257.0,221232.0,151.0
